"species","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Enteromius neumayeri",11430,"Enteromius",2801,"(Fischer, 1884)","Neumayer's barb","Baneu_u0.jpg",NA,NA,NA,122,"Smiliogastrinae",2385,NA,"fusiform-normal","R",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,11.8000001907349,"SL",NA,NA,27628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,34,1994-06-24,NA,2004-09-27,NA,NA,NA
"Forsterygion lapillum",12940,"Forsterygion",13227,"Hardy, 1989","Common triplefin","Folap_u0.jpg",NA,NA,NA,390,"Tripterygiinae",8665,NA,"elongated","R",NA,NA,0,0,0,1,"benthopelagic","FacultativeGenus",126274,NA,NA,0,20,13227,NA,NA,NA,3,13227,NA,NA,11.49,NA,6.69000005722046,"SL",NA,NA,13227,NA,NA,NA,NA,NA,NA,NA,NA,"FOLAP_U1",NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults are most common in shallow water (0-5m), although recorded from depths of 30 m (Ref. 84085).  They are commonly found in intertidal rock pools, particularly those with adequate rocky or algal shelter.  They feed mainly on amphipods, isopods, and polychaetes (Ref. 13227).  Eggs are hemispherical and covered with numerous sticky threads that anchor them in the algae on the nesting sites (Ref. 240).  Larvae are planktonic which occur primarily in shallow, nearshore waters (Ref. 94114).",NA,0.503899991512299,0,14,1995-04-03,2,2014-03-21,122,1995-10-05,NA
"Fundulus grandis",3191,"Fundulus",27139,"Baird & Girard, 1853","Gulf killifish","Fugra_u2.jpg","Fugra_m1.jpg","Fugra_f0.jpg",NA,570,NA,1147,NA,"elongated","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,18,"TL",NA,NA,26938,10.3999996185303,"TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,"commercial","based mainly on breeding",2030,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Prefers grassy bays, canals and nearby fresh water, avoiding tidal flats.  Also found in marginal fresh waters.  18 cm max TL (Ref. 7251).  Not a seasonal killifish.  Is difficult to maintain in aquarium (Ref. 27139).  Feeds on small crustaceans and other invertebrates (Ref. 26938).",NA,0.5,0,1,1991-05-01,1,2005-12-21,10,1994-08-09,NA
"Fundulus heteroclitus",3192,"Fundulus",86798,"(Linnaeus, 1766)","Mummichog","Fuhet_j0.jpg",NA,NA,NA,570,NA,1147,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"benthopelagic","Facultative",126274,"non-migratory",NA,NA,NA,NA,NA,NA,NA,4,59043,4,273,18.77,NA,15,"TL",NA,NA,27139,8.89999961853027,"TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"commercial"," ",27139,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in saltwater marshes, tidal creeks and nearby fresh water (Ref. 86798).  A resident intertidal species with homing behavior (Ref. 32612).  Adults are mainly found in saltwater marshes and in tidal creeks.  They may leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  They also enter fresh water to a limited extent (Ref. 7251).  Not a seasonal killifish.  They breathe air when out of water (Ref. 31184).  Difficult to maintain in aquariums (Ref. 27139).  Introduction has caused the decline of native species and near extinction of <i>Aphanius baeticus</i> in southwestern Spain (Ref. 59043).",NA,0.5,0,1,1991-05-01,10,2014-08-01,10,1994-08-09,NA
"Fundulus parvipinnis",3200,"Fundulus",27139,"Girard, 1854","California killifish","Fupar_m0.jpg",NA,NA,NA,570,NA,1147,NA,"elongated","O",NA,NA,0,0,1,1,"benthopelagic","WaterAssumed",NA,"non-migratory",NA,NA,NA,NA,NA,NA,NA,3,12193,NA,NA,14.62,NA,10.8000001907349,"TL",NA,NA,6792,7,"TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"commercial",NA,27139,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Commonly found in bays and salt marshes near shore, may enter freshwater (Ref. 36572).  Often used in laboratories for environmental studies.  Not a seasonal killifish.  Is very difficult to maintain in aquarium (Ref. 27139).  Oviparous, with micro-nektonic larvae (Ref. 36572).  Single demersal eggs are attached to spawning substrate via small weakly adhesive filaments (Ref. 36572).",NA,0.5,0,1,1991-05-01,2,2000-11-13,NA,NA,NA
"Gadus macrocephalus",308,"Gadus",1371,"Tilesius, 1810","Pacific cod","Gamac_u9.jpg",NA,NA,NA,183,NA,3348,NA,"fusiform-normal","R",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,"oceanodromous",51243,10,1280,50550,100,400,54440,25,55701,NA,NA,50.18,45.16,119,"TL",NA,NA,40637,NA,NA,NA,NA,NA,22700,NA,27436,"GAMAC_U3",NA,NA,NA,4931,"highly commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 100,000 to 500,000","Mainly USA, USSR, Japan","trawls","unspecified bottom trawls (TB)",1,1,0,1,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Found mainly along the continental shelf and upper slopes (Ref. 1371).  Form schools (Ref. 9988).  They appear to be indiscriminate predators upon dominant food organisms present (Ref. 1371).  Young probably feed on copepods and similar organisms (Ref. 27547).  Adults feed on fishes, octopi, and large benthic and benthopelagic crustaceans (Ref. 1371); also worms. Parasites of the species include sealworm (<i>Phocanema decipiens</i>) in flesh, copepod (<i>Lernaeocera branchialis</i>) on gills and cestode (<i>Pyramicocephalus phocarum</i>) in the intestine (Ref. 5951).  Marketed fresh and frozen for human consumption (Ref. 2850), and also dried or salted and smoked (Ref. 9988).  Eaten steamed, fried, broiled, boiled, micro-waved and baked (Ref. 9988).  Used in Chinese medicine (Ref. 12166).  Minimum depth from Ref. 054440.",NA,0.625,0,2,1990-10-17,14,2017-05-15,14,2017-05-02,NA
"Gadus morhua",69,"Gadus",1371,"Linnaeus, 1758","Atlantic cod","Gamor_u3.jpg",NA,NA,NA,183,NA,3348,NA,"fusiform-normal","R",NA,NA,0,0,1,1,"benthopelagic","WaterAssumed",NA,"oceanodromous",51243,0,600,1371,150,200,54441,25,173,NA,NA,65.4,38.74,200,"TL",NA,NA,1371,100,"TL",NA,NA,1371,96000,NA,9988,"GAMOR_U4",NA,"GAMOR_L0",NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species",NA,"more than 500,000","Canada, Iceland, Europe, Norway and Russia","trawls","bottom otter trawls (OTB)",1,1,0,1,0,1,0,0,1,1,"commercial"," ",12108,"never/rarely",NA,"never/rarely","based mainly on capture",12253,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Widely distributed in a variety of habitats, from the shoreline down to the continental shelf. Juveniles prefer shallow (less than 10-30 m depth) sublittoral waters with complex habitats, such as seagrass beds, areas with gravel, rocks, or boulder, which provide protection from predators (Refs. 89383, 89384). Adults are usually found in deeper, colder waters. During the day, form schools and swim about 30-80 m above the bottom, dispersing at night to feed (Ref. 1371, 89385). Omnivorous; feed at dawn or dusk on invertebrates and fish, including young cod. (Ref. 1371). Migrate between spawning, feeding and overwintering areas, mostly within the boundaries of the respective stocks. Migrations >200 km are rare occurrences (Refs. 89386, 89387). Marketed fresh, dried or salted, smoked and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",NA,0.625,0,2,1990-10-17,10,2022-03-04,2,2000-11-22 16:48:22,NA
"Gambusia holbrooki",4521,"Gambusia",5723,"Girard, 1859","Eastern mosquitofish","Gahol_f0.jpg",NA,NA,NA,216,"Poeciliinae",3826,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,1,126182,NA,NA,10,NA,4.69999980926514,"TL",8,"TL",59105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAHOL_F0",NA,NA,NA,NA,"unknown",NA,"Mosquito control.",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on breeding",1672,0,NA,"potential pest",12257,"no special ability",NA,NA,1,"Adults occur in standing to slow-flowing water, mostly in vegetated ponds and lakes, backwaters and quiet pools of steams (Ref. 5723), typically seen shoaling at the edges (Ref. 44894).  They also frequent brackish water (Ref. 5723).  Adults feed on small terrestrial insects usually in the drift and amongst aquatic plants, actively selecting very small prey (Ref. 6154).  Also observed to take in mosquito larvae (Ref. 41168).  Introduced worldwide.  Introductions to Europe have seriously threatened many endemic species (Ref. 59043).  It is now widely accepted that their effect has been minimal and even may have exacerbated the problem due to their voracious appetite for natural invertebrate predators of mosquito larvae (Ref. 44894).",NA,0.5,0,2,1991-07-08,2448,2022-05-16,97,2003-01-28,NA
"Gasterosteus aculeatus",2420,"Gasterosteus",86798,"Linnaeus, 1758","Three-spined stickleback","Gaacu_u1.jpg","Gaacu_m0.jpg","Gaacu_f0.jpg","Gaacu_j0.gif",260,NA,3668,NA,"fusiform-normal","R",NA,NA,0,1,1,1,"benthopelagic","WaterAssumed",NA,"anadromous",51243,0,100,50550,NA,NA,NA,8,72489,2.42000007629395,273,23.78,26.39,11,"TL",NA,NA,35388,5.09999990463257,"TL",NA,NA,1998,NA,NA,NA,"GAACU_U0",NA,NA,NA,27547,"minor commercial","unknown",NA,NA,NA,"Scandinavia"," "," ",1,0,0,0,0,1,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"public aquariums","based mainly on capture",1672,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur in fresh waters, estuaries and coastal seas (Ref. 4119).  Anadromous, with numerous non-anadromous populations in brackish or pure freshwater, rarely in marine waters.  In the sea, confined to coastal waters.  In freshwater, adults prefer to live in small stream but may occur in a variety of habitats including lakes and large rivers (Ref. 59043).  Inhabit shallow vegetated areas, usually over mud or sand (Ref. 5723).  Form schools.  Young associated with drifting seaweed (Ref. 12114, 12115).  Juveniles move to the sea (anadromous populations) or to deeper, larger water bodies (freshwater populations) in July-August, forming large feeding schools (Ref. 59043).  Feed on worms, crustaceans, larvae and adult aquatic insects, drowned aerial insects, and small fishes; has also been reported to feed on their own fry and eggs (Ref. 1998).  Eggs are found in nests constructed from plant material (Ref. 41678).  Males build, guard and aerate the nest where the eggs are deposited (Ref. 205).  Maximum length in freshwater is 8 cm while in saltwater is 11 cm (Ref. 35388).  Occasionally taken commercially in Scandinavia and processed into fishmeal and oil (Ref. 28219, 28964).  Commonly used as a laboratory animal (Ref. 1998).  A large bibliography is available at www.geocities.com/CapeCanaveral/Hall/1345/stickbibl.html.",NA,0.515600025653839,0,2,1991-03-05,10,2013-09-19,113,1996-01-02,NA
"Girella nigricans",3594,"Girella",2850,"(Ayres, 1860)","Opaleye","Ginig_u1.jpg",NA,NA,NA,700,NA,3912,NA,"short and-or deep","O",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,"non-migratory",NA,2,30,9310,2,6,9310,10,56049,NA,NA,35.65,69.78,66,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,"GINIG_U0",NA,NA,NA,4563,"commercial","medium","Reliable: based on ex-vessel price for this species",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,1,1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4563,"harmless",NA,"no special ability",NA,NA,1,"A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310).",NA,0.5,0,1,1991-05-01,65,2019-08-13,113,1995-07-03,NA
"Gobiocypris rarus",56233,"Gobiocypris",33782,"Ye & Fu, 1983",NA,NA,NA,NA,NA,754,NA,4897,NA,"Elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5.90000009536743,"SL",NA,NA,33782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Lives in paddy fields, ditches, ponds, and rivulets.  Feeds on tiny aquatic invertebrates (Ref. 45563).",NA,1,0,97,2000-05-02,65,2021-10-29,NA,NA,NA
"Halichoeres melanurus",4858,"Halichoeres",2334,"(Bleeker, 1851)","Tail-spot wrasse","Hamel_m9.jpg","Hamel_m4.jpg","Hamel_f2.jpg",NA,362,"Corinae",1901,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,15,9710,NA,NA,NA,NA,NA,NA,NA,10,NA,12,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"HAMEL_U3","HAMEL_F1",NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",13603,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found mostly on shallow coral reefs and rocky shores (Ref. 9823).  Found solitary or in small groups on sheltered reefs over 15 m depth (Ref. 90102). Feed on small invertebrates such as polychaetes, copepods, isopods and forams (Ref. 1602).",NA,0.5,0,14,1991-12-20,2310,2013-05-17,14,1995-05-05,NA
"Halichoeres miniatus",6614,"Halichoeres",2334,"(Valenciennes, 1839)","Circle-cheek wrasse","Hamin_u4.jpg",NA,NA,NA,362,"Corinae",1901,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,10,86942,NA,NA,NA,NA,NA,NA,NA,10,NA,14,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"HAMIN_U2",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found solitary or in small groups (Ref. 90102) in coastal, very shallow and usually algae-rocky coastal reefs (Ref. 48636).",NA,0.5,0,14,1992-11-26,2291,2015-06-02,14,1995-05-09,NA
"Hemibagrus macropterus",52976,"Hemibagrus",58032,"Bleeker, 1870",NA,"Mymac_u7.jpg",NA,NA,NA,130,NA,9958,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.68,NA,54.2000007629395,"TL",NA,NA,115182,7.69999980926514,"SL",NA,NA,35840,388.299987792969,NA,115182,NA,NA,NA,NA,89718,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Oviparous, distinct pairing possibly like other members of the same family (Ref. 205).",NA,0.5,0,97,1999-06-15,65,2017-07-18,10,2003-11-07,NA
"Hemibarbus maculatus",4752,"Hemibarbus",57778,"Bleeker, 1871","Spotted steed","Hemac_u3.jpg",NA,NA,NA,754,NA,5578,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93,NA,47,"TL",34.2999992370605,"TL",1441,26,"TL",NA,NA,56557,1700,NA,56557,NA,NA,NA,NA,4537,"commercial","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"potential pest",43281,"no special ability",NA,NA,1,"Adults usually found in streams and creeks with moderate flow and sandy bottom (Ref. 43281).  Feed mainly on insects and mollusks in summer and on crustaceans in winter (Ref. 1441)",NA,0.500199973583221,0,2,1991-11-26,2,2012-06-04,97,2003-01-03,NA
"Hemiculter leucisculus",4755,"Hemiculter",1441,"(Basilewsky, 1855)","Sharpbelly","Heleu_u7.jpg",NA,NA,NA,751,NA,594,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,NA,NA,0,10,6898,NA,NA,NA,NA,NA,NA,NA,42.97,NA,28.1000003814697,"TL",NA,NA,126870,16.8999996185303,"SL",NA,NA,35840,28.1000003814697,NA,126870,"HELEU_U0",NA,NA,NA,5258,"minor commercial","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,1,5258,"potential pest",NA,"no special ability",NA,NA,1,"The species is common in large streams and reservoirs in Hong Kong but not favored as a table fish because the flesh is unpalatable and very bony; abundant in China where it is canned.  The main bulk of the diet includes zooplankton, insects, crustaceans, algae and detritus.",NA,0.503899991512299,0,2,1991-11-26,65,2022-08-09,NA,NA,NA
"Hemiscyllium ocellatum",5906,"Hemiscyllium",247,"(Bonnaterre, 1788)","Epaulette shark","Heoce_u0.gif",NA,NA,NA,492,NA,8435,NA,"elongated","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,50,54540,NA,NA,NA,NA,NA,NA,NA,64.2,NA,107,"TL",NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,"HEOCE_U0",NA,NA,NA,171,"of no interest","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely","based mainly on capture",6871,0,NA,"harmless",247,"electrosensing only",10311,NA,1,"Commonly found in shallow water of coral reefs (Ref. 6871).  Often in tide pools (Ref. 13575).  Feeds mainly on benthic invertebrates (Ref. 6871).  Oviparous (Ref. 50449).  Squirms when captured but cannot readily escape (Ref. 247).  Survives well in aquariums (Ref. 6871). Has the ability to survive low oxygen conditions by switching of non-essential brain functions; apparently an adaption for hunting in tide-pools with low oxygen (Ref. 52022).",NA,0.501999974250793,0,23,1992-06-15,949,2005-06-17,113,1997-06-25,NA
"Hypophthalmichthys molitrix",274,"Hypophthalmichthys",7248,"(Valenciennes, 1844)","Silver carp","Hymol_u5.jpg",NA,NA,NA,751,NA,311,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,0,20,6898,NA,NA,NA,20,121658,NA,NA,55.21,NA,120,"TL",NA,NA,86798,18,"SL",NA,NA,35840,50000,NA,30578,"HYMOL_U0",NA,NA,NA,4931,"commercial","unknown",NA,NA,"more than 500,000",NA,"seines"," ",1,1,0,0,0,0,0,0,0,0,"commercial"," ",12108,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"Found in their natural range in rivers with marked water-level fluctuations and overwinters in middle and lower stretches, swimming just beneath the surface.  They feed in shallow (0.5-1.0 m deep) and warm (over 21°C) backwaters, lakes and flooded areas with slow current on phytoplankton and zooplankton (Ref. 30578, 10294).  Bigger individuals from about 1.5 cm SL feed only on phytoplankton while larvae and small juveniles prey on zooplankton (Ref. 59043).  Adults breed in rivers or tributaries over shallow rapids with gravel or sand bottom, in upper water layer or even at surface during floods when the water level increases by 50-120 cm above normal level.  Conditions for spawning include high current (0.5-1.7 m/s), turbid water, temperatures above 15°C (usually 18-26°C)  and high oxygen concentrations (Ref. 59043).  Spawning ceases if conditions change (especially sensitive to water-level fall) and resumes again when water level increases.  Juveniles and adults form large schools during spawning season.  Mature individuals undertake long distance upriver migration at start of a rapid flood and water-level increase, able to leap over obstacles up to 1 m.  After spawning, adults migrate to foraging habitats,  In autumn, adults move to deeper places in main course of river where they remain without feeding.  Larvae drift downstream and settle in floodplain lakes, shallow shores and backwaters with little or no current (Ref. 59043).  In aquaculture, it can survive brackish water (up to 7 ppt) when released into estuaries and coastal lakes (Ref. 59043).  Escape from fish farms are widely known even as they are stocked in large rivers and almost all still water bodies like lakes and ponds.  Utilized fresh for human consumption and also introduced to many countries where its ability to clean reservoirs and other waters of clogging algae is appreciated even more than its food value (Ref. 9987).  One of among 3 or 4 species of cyprinids whose world production in aquaculture exceeds 1 million tons per year (Ref. 30578).",NA,0.625,0,2,1990-10-17,10,2020-02-01,97,2003-01-03,NA
"Hypophthalmichthys nobilis",275,"Hypophthalmichthys",44416,"(Richardson, 1845)","Bighead carp","Arnob_u3.jpg",NA,NA,NA,751,NA,311,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,0,NA,59043,NA,NA,NA,20,59043,NA,NA,63.75,NA,146,"SL",NA,NA,59043,60,"TL",NA,NA,2059,40000,NA,59043,"ARNOB_U0",NA,NA,NA,4931,"highly commercial","unknown",NA,NA,"more than 500,000",NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"commercial",NA,12108,"never/rarely",NA,"public aquariums",NA,2059,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"In its natural environment, it occurs in rivers with marked water-level fluctuations, overwinters in middle and lower stretches.  Forages in shallow (0.5-1.5 m deep) and warm (over 24°C) backwaters, lakes and flooded areas with slow current.  Feeds on zooplankton throughout its life under natural conditions (Ref. 120904). Breeds in very deep, very turbid and warm water above 18°C (usually 22-30°C), with high current (1.1-1.9 m/s) and high oxygen concentrations.  Stocked to large rivers and almost all still water bodies as lakes and ponds.  In aquaculture, adults can survive brackish water (up to 7 ppt) when released into estuaries and coastal lakes.  Feeds mainly on zooplankton, but also takes algae as food (Ref. 59043).  Bottom feeding fish (Ref. 6459).  Undertakes long distance upriver migration at start of a rapid flood and water-level increase (in April-July depending on locality). Spawns in upper water layer or even at surface during floods.  Spawning ceases if conditions change and resumes again when water level increases.  After spawning, adults migrate for foraging habitats,  Larvae drift downstream and settle in floodplain lakes, shallow shores and backwaters with little or no current.  During autumn-winter, when temperature drops to 10°C, juveniles and adults form separate large schools and migrate downstream to deeper places in main course of river to overwinter (Ref. 59043). Marketed fresh and frozen.",NA,0.625,0,2,1990-10-17,10,2019-09-29,97,2003-01-07,NA
"Lates calcarifer",346,"Lates",9799,"(Bloch, 1790)","Barramundi","Lacal_u6.jpg",NA,NA,NA,631,NA,944,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,"catadromous",51243,10,40,7261,NA,NA,NA,35,125591,NA,NA,70.21,71.74,200,"TL",NA,NA,7050,150,"NG",NA,NA,9799,60000,NA,28138,"LACAL_U1",NA,NA,NA,9799,"highly commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000",NA,"gillnets",NA,1,1,0,1,0,1,0,0,1,1,"commercial","life cycle closed in commercial culture",12108,"never/rarely",NA,"public aquariums","based mainly on capture",9987,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Found in coastal waters, estuaries and lagoons, in clear to turbid water (Ref. 5259, 44894).  A diadromous fish, inhabiting rivers before returning to the estuaries to spawn.  A protandrous hermaphrodite (Ref. 32209).  Larvae and young juveniles live in brackish temporary swamps associated with estuaries, and older juveniles inhabit the upper reaches of rivers (Ref. 6390, 44894).  Have preference for cover on undercut banks, submerged logs and overhanging vegetation (Ref. 44894).  Feed on fishes and crustaceans.  They reach 1500-3000 g in one year in ponds under optimum conditions (Ref. 11046, 44894).  Juveniles also eat insects (Ref. 44894).  Sold fresh and frozen; consumed steamed, pan-fried, broiled and baked (Ref. 9987).  A very popular and sought-after fish of very considerable economic importance (Ref. 9799).  Presently used for aquaculture in Thailand, Indonesia and Australia (Ref. 9799).  Australia's most important commercial fish and one of the most popular angling species (Ref. 44894).",NA,0.500599980354309,0,2,1990-10-17,2448,2021-12-01,1,2006-01-16,NA
"Lates niloticus",347,"Lates",272,"(Linnaeus, 1758)","Nile perch","Lanil_u2.jpg",NA,NA,NA,631,NA,944,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,"potamodromous",51243,10,60,34290,NA,NA,NA,NA,NA,7.80000019073486,72462,47,NA,200,"TL",NA,NA,58490,100,"SL",NA,NA,34290,2e+05,NA,3900,"LANIL_U1",NA,NA,NA,4931,"highly commercial","unknown",NA,NA,"from 100,000 to 500,000",NA,"seines","beach seines (SB)",1,1,0,1,0,1,0,0,1,1,"commercial"," ",12108,"never/rarely",NA,"never/rarely"," ",NA,1,4699,"potential pest",NA,"no special ability",NA,NA,1,"Inhabits channels, lakes and irrigation canals (Ref. 28714, 81652). Adults inhabit deep water, while juveniles are found in shallow water (Ref. 81652). Feeds on fish especially clupeids and Alestes (Ref. 13851). Smaller fish also feed on larger crustaceans and insects; juveniles are planktivorous (Ref. 28714). Threatened due to over harvesting (Ref. 58490). No length type given but assumed to be in TL. Maximum reported size of 180.0 cm corresponding to a weight of 164 kg in Lake Albert (Ref. 81285).",NA,0.500599980354309,0,2,1990-10-17,1307,2022-10-26,14,1994-08-09,NA
